Estado,Year,tipo_energia,geracao
Pernambuco,2014,Hidrelétrica,"2,161"
Alagoas,2014,Hidrelétrica,"10,456"
Sergipe,2014,Hidrelétrica,"5,586"
Bahia,2014,Hidrelétrica,"10,906"
Minas Gerais,2014,Hidrelétrica,"36,504"
Espírito Santo,2014,Hidrelétrica,"1,658"
Rio de Janeiro,2014,Hidrelétrica,"5,018"
São Paulo,2014,Hidrelétrica,"36,064"
Paraná,2014,Hidrelétrica,"92,127"
Santa Catarina,2014,Hidrelétrica,"23,001"
Rio G. do Sul,2014,Hidrelétrica,"26,222"
Mato G. do Sul,2014,Hidrelétrica,"15,991"
Mato Grosso,2014,Hidrelétrica,"10,318"
Goiás,2014,Hidrelétrica,"25,788"
Distrito Federal,2014,Hidrelétrica,124
BRASIL,2014,Hidrelétrica,"390,992"
BRASIL,2013,Hidrelétrica,"390,992"
Rondônia,2013,Hidrelétrica,"5,166"
Acre,2013,Hidrelétrica,0
Amazonas,2013,Hidrelétrica,"1,448"
Roraima,2013,Hidrelétrica,19
Pará,2013,Hidrelétrica,"39,533"
Amapá,2013,Hidrelétrica,595
Tocantins,2013,Hidrelétrica,"11,613"
Maranhão,2013,Hidrelétrica,"3,078"
Piauí,2013,Hidrelétrica,529
Ceará,2013,Hidrelétrica,5
Rio G. do Norte,2013,Hidrelétrica,0
Paraíba,2013,Hidrelétrica,8
Pernambuco,2013,Hidrelétrica,"2,542"
Alagoas,2013,Hidrelétrica,"12,217"
Sergipe,2013,Hidrelétrica,"6,471"
Bahia,2013,Hidrelétrica,"12,031"
Minas Gerais,2013,Hidrelétrica,"46,062"
Espírito Santo,2013,Hidrelétrica,"2,099"
Rio de Janeiro,2013,Hidrelétrica,"6,869"
São Paulo,2013,Hidrelétrica,"47,677"
Paraná,2013,Hidrelétrica,"98,146"
Santa Catarina,2013,Hidrelétrica,"18,571"
Rio G. do Sul,2013,Hidrelétrica,"20,448"
Mato G. do Sul,2013,Hidrelétrica,"19,056"
Mato Grosso,2013,Hidrelétrica,"9,606"
Goiás,2013,Hidrelétrica,"27,076"
Distrito Federal,2013,Hidrelétrica,126
BRASIL,2013,Hidrelétrica,"415,342"
BRASIL,2012,Hidrelétrica,"415,342"
Rondônia,2012,Hidrelétrica,"2,474"
Acre,2012,Hidrelétrica,0
Amazonas,2012,Hidrelétrica,"1,260"
Roraima,2012,Hidrelétrica,20
Pará,2012,Hidrelétrica,"39,601"
Amapá,2012,Hidrelétrica,396
Tocantins,2012,Hidrelétrica,"12,740"
Maranhão,2012,Hidrelétrica,"2,669"
Piauí,2012,Hidrelétrica,572
Ceará,2012,Hidrelétrica,2
Rio G. do Norte,2012,Hidrelétrica,0
Paraíba,2012,Hidrelétrica,10
Pernambuco,2012,Hidrelétrica,"4,045"
Alagoas,2012,Hidrelétrica,"18,594"
Sergipe,2012,Hidrelétrica,"9,831"
Bahia,2012,Hidrelétrica,"18,532"
Minas Gerais,2012,Hidrelétrica,"64,716"
Espírito Santo,2012,Hidrelétrica,"2,058"
Rio de Janeiro,2012,Hidrelétrica,"6,835"
São Paulo,2012,Hidrelétrica,"55,722"
Paraná,2012,Hidrelétrica,"87,912"
Santa Catarina,2012,Hidrelétrica,"11,123"
Rio G. do Sul,2012,Hidrelétrica,"11,934"
Mato G. do Sul,2012,Hidrelétrica,"21,207"
Mato Grosso,2012,Hidrelétrica,"8,747"
Goiás,2012,Hidrelétrica,"34,212"
Distrito Federal,2012,Hidrelétrica,128
BRASIL,2012,Hidrelétrica,"428,333"
BRASIL,2011,Hidrelétrica,"428,333"
Rondônia,2011,Hidrelétrica,895
Acre,2011,Hidrelétrica,0
Amazonas,2011,Hidrelétrica,"1,488"
Roraima,2011,Hidrelétrica,19
Pará,2011,Hidrelétrica,"41,444"
Amapá,2011,Hidrelétrica,558
Tocantins,2011,Hidrelétrica,"10,642"
Maranhão,2011,Hidrelétrica,"1,505"
Piauí,2011,Hidrelétrica,663
Ceará,2011,Hidrelétrica,2
Rio G. do Norte,2011,Hidrelétrica,0
Paraíba,2011,Hidrelétrica,14
Pernambuco,2011,Hidrelétrica,"3,904"
Alagoas,2011,Hidrelétrica,"17,934"
Sergipe,2011,Hidrelétrica,"9,510"
Bahia,2011,Hidrelétrica,"18,343"
Minas Gerais,2011,Hidrelétrica,"58,452"
Espírito Santo,2011,Hidrelétrica,"2,184"
Rio de Janeiro,2011,Hidrelétrica,"6,892"
São Paulo,2011,Hidrelétrica,"54,154"
Paraná,2011,Hidrelétrica,"96,674"
Santa Catarina,2011,Hidrelétrica,"22,504"
Rio G. do Sul,2011,Hidrelétrica,"23,773"
Mato G. do Sul,2011,Hidrelétrica,"20,355"
Mato Grosso,2011,Hidrelétrica,"6,864"
Goiás,2011,Hidrelétrica,"29,443"
Distrito Federal,2011,Hidrelétrica,119
BRASIL,2023,Eólica,"95,801"
Rondônia,2023,Eólica,0
Acre,2023,Eólica,0
Amazonas,2023,Eólica,0
Roraima,2023,Eólica,0
Pará,2023,Eólica,0
Amapá,2023,Eólica,0
Tocantins,2023,Eólica,0
Maranhão,2023,Eólica,"1,824"
Piauí,2023,Eólica,"13,474"
Ceará,2023,Eólica,"7,776"
Rio G. do Norte,2023,Eólica,"28,644"
Paraíba,2023,Eólica,"3,204"
Pernambuco,2023,Eólica,"4,017"
Alagoas,2023,Eólica,0
Sergipe,2023,Eólica,68
Bahia,2023,Eólica,"30,875"
Minas Gerais,2023,Eólica,0
Espírito Santo,2023,Eólica,0
Rio de Janeiro,2023,Eólica,61
São Paulo,2023,Eólica,0
Paraná,2023,Eólica,18
Santa Catarina,2023,Eólica,552
Rio G. do Sul,2023,Eólica,"5,288"
Mato G. do Sul,2023,Eólica,0
Mato Grosso,2023,Eólica,0
Goiás,2023,Eólica,0
Distrito Federal,2023,Eólica,0
BRASIL,2023,Eólica,"81,632"
BRASIL,2022,Eólica,"81,632"
Rondônia,2022,Eólica,0
Acre,2022,Eólica,0
Amazonas,2022,Eólica,0
Roraima,2022,Eólica,0
Pará,2022,Eólica,0
Amapá,2022,Eólica,0
Tocantins,2022,Eólica,0
Maranhão,2022,Eólica,"1,561"
Piauí,2022,Eólica,"11,088"
Ceará,2022,Eólica,"7,614"
Rio G. do Norte,2022,Eólica,"23,955"
Paraíba,2022,Eólica,"2,231"
Pernambuco,2022,Eólica,"3,558"
Alagoas,2022,Eólica,0
Sergipe,2022,Eólica,72
Bahia,2022,Eólica,"25,317"
Minas Gerais,2022,Eólica,0
Espírito Santo,2022,Eólica,0
Rio de Janeiro,2022,Eólica,65
São Paulo,2022,Eólica,0
Paraná,2022,Eólica,19
Santa Catarina,2022,Eólica,569
Rio G. do Sul,2022,Eólica,"5,581"
Mato G. do Sul,2022,Eólica,0
Mato Grosso,2022,Eólica,0
Goiás,2022,Eólica,0
Distrito Federal,2022,Eólica,0
BRASIL,2022,Eólica,"72,286"
BRASIL,2021,Eólica,"72,286"
Rondônia,2021,Eólica,0
Acre,2021,Eólica,0
Amazonas,2021,Eólica,0
Roraima,2021,Eólica,0
Pará,2021,Eólica,0
Amapá,2021,Eólica,0
Tocantins,2021,Eólica,0
Maranhão,2021,Eólica,"1,782"
Piauí,2021,Eólica,"8,904"
Ceará,2021,Eólica,"8,287"
Rio G. do Norte,2021,Eólica,"22,099"
Paraíba,2021,Eólica,892
Pernambuco,2021,Eólica,"2,951"
Alagoas,2021,Eólica,0
Sergipe,2021,Eólica,61
Bahia,2021,Eólica,"20,850"
Minas Gerais,2021,Eólica,0
Espírito Santo,2021,Eólica,0
Rio de Janeiro,2021,Eólica,55
São Paulo,2021,Eólica,0
Paraná,2021,Eólica,20
Santa Catarina,2021,Eólica,535
Rio G. do Sul,2021,Eólica,"5,850"
Mato G. do Sul,2021,Eólica,0
Mato Grosso,2021,Eólica,0
Goiás,2021,Eólica,0
Distrito Federal,2021,Eólica,0
BRASIL,2021,Eólica,"57,051"
BRASIL,2020,Eólica,"57,051"
Rondônia,2020,Eólica,0
Acre,2020,Eólica,0
Amazonas,2020,Eólica,0
Roraima,2020,Eólica,0
Pará,2020,Eólica,0
Amapá,2020,Eólica,0
Tocantins,2020,Eólica,0
Maranhão,2020,Eólica,"1,546"
Piauí,2020,Eólica,"6,354"
Ceará,2020,Eólica,"6,247"
Rio G. do Norte,2020,Eólica,"16,099"
Paraíba,2020,Eólica,524
Pernambuco,2020,Eólica,"2,823"
Alagoas,2020,Eólica,0
Sergipe,2020,Eólica,56
Bahia,2020,Eólica,"16,765"
Minas Gerais,2020,Eólica,0
Espírito Santo,2020,Eólica,0
Rio de Janeiro,2020,Eólica,54
São Paulo,2020,Eólica,0
Paraná,2020,Eólica,21
Santa Catarina,2020,Eólica,533
Rio G. do Sul,2020,Eólica,"6,026"
Mato G. do Sul,2020,Eólica,0
Mato Grosso,2020,Eólica,0
Goiás,2020,Eólica,0
Distrito Federal,2020,Eólica,0
BRASIL,2020,Eólica,"55,986"
BRASIL,2019,Eólica,"55,986"
Rondônia,2019,Eólica,0
Acre,2019,Eólica,0
Amazonas,2019,Eólica,0
Roraima,2019,Eólica,0
Pará,2019,Eólica,0
Amapá,2019,Eólica,0
Tocantins,2019,Eólica,0
Maranhão,2019,Eólica,"1,615"
Piauí,2019,Eólica,"6,490"
Ceará,2019,Eólica,"6,279"
Rio G. do Norte,2019,Eólica,"14,431"
Paraíba,2019,Eólica,554
Pernambuco,2019,Eólica,"3,224"
Alagoas,2019,Eólica,0
Sergipe,2019,Eólica,68
Bahia,2019,Eólica,"17,412"
Minas Gerais,2019,Eólica,0
Espírito Santo,2019,Eólica,0
Rio de Janeiro,2019,Eólica,61
São Paulo,2019,Eólica,0
Paraná,2019,Eólica,20
Santa Catarina,2019,Eólica,368
Rio G. do Sul,2019,Eólica,"5,465"
Mato G. do Sul,2019,Eólica,0
Mato Grosso,2019,Eólica,0
Goiás,2019,Eólica,0
Distrito Federal,2019,Eólica,0
BRASIL,2019,Eólica,"48,475"
BRASIL,2018,Eólica,"48,475"
Rondônia,2018,Eólica,0
Acre,2018,Eólica,0
Amazonas,2018,Eólica,0
Roraima,2018,Eólica,0
Pará,2018,Eólica,0
Amapá,2018,Eólica,0
Tocantins,2018,Eólica,0
Maranhão,2018,Eólica,"1,017"
Piauí,2018,Eólica,"5,724"
Ceará,2018,Eólica,"5,828"
Rio G. do Norte,2018,Eólica,"14,143"
Paraíba,2018,Eólica,569
Pernambuco,2018,Eólica,"3,265"
Alagoas,2018,Eólica,0
Sergipe,2018,Eólica,80
Bahia,2018,Eólica,"11,822"
Minas Gerais,2018,Eólica,0
Espírito Santo,2018,Eólica,0
Rio de Janeiro,2018,Eólica,52
São Paulo,2018,Eólica,0
Paraná,2018,Eólica,19
Santa Catarina,2018,Eólica,191
Rio G. do Sul,2018,Eólica,"5,765"
Mato G. do Sul,2018,Eólica,0
Mato Grosso,2018,Eólica,0
Goiás,2018,Eólica,0
Distrito Federal,2018,Eólica,0
BRASIL,2018,Eólica,"42,373"
BRASIL,2017,Eólica,"42,373"
Rondônia,2017,Eólica,0
Acre,2017,Eólica,0
Amazonas,2017,Eólica,0
Roraima,2017,Eólica,0
Pará,2017,Eólica,0
Amapá,2017,Eólica,0
Tocantins,2017,Eólica,0
Maranhão,2017,Eólica,631
Piauí,2017,Eólica,"4,835"
Ceará,2017,Eólica,"5,359"
Rio G. do Norte,2017,Eólica,"13,656"
Paraíba,2017,Eólica,264
Pernambuco,2017,Eólica,"3,030"
Alagoas,2017,Eólica,0
Sergipe,2017,Eólica,73
Bahia,2017,Eólica,"8,338"
Minas Gerais,2017,Eólica,0
Espírito Santo,2017,Eólica,0
Rio de Janeiro,2017,Eólica,78
São Paulo,2017,Eólica,0
Paraná,2017,Eólica,23
Santa Catarina,2017,Eólica,255
Rio G. do Sul,2017,Eólica,"5,830"
Mato G. do Sul,2017,Eólica,0
Mato Grosso,2017,Eólica,0
Goiás,2017,Eólica,0
Distrito Federal,2017,Eólica,0
BRASIL,2017,Eólica,"33,489"
BRASIL,2016,Eólica,"33,489"
Rondônia,2016,Eólica,0
Acre,2016,Eólica,0
Amazonas,2016,Eólica,0
Roraima,2016,Eólica,0
Pará,2016,Eólica,0
Amapá,2016,Eólica,0
Tocantins,2016,Eólica,0
Maranhão,2016,Eólica,0
Piauí,2016,Eólica,"3,133"
Ceará,2016,Eólica,"5,024"
Rio G. do Norte,2016,Eólica,"11,529"
Paraíba,2016,Eólica,163
Pernambuco,2016,Eólica,"2,142"
Alagoas,2016,Eólica,0
Sergipe,2016,Eólica,63
Bahia,2016,Eólica,"6,295"
Minas Gerais,2016,Eólica,0
Espírito Santo,2016,Eólica,0
Rio de Janeiro,2016,Eólica,68
São Paulo,2016,Eólica,0
Paraná,2016,Eólica,20
Santa Catarina,2016,Eólica,278
Rio G. do Sul,2016,Eólica,"4,773"
Mato G. do Sul,2016,Eólica,0
Mato Grosso,2016,Eólica,0
Goiás,2016,Eólica,0
Distrito Federal,2016,Eólica,0
BRASIL,2016,Eólica,"21,626"
BRASIL,2015,Eólica,"21,626"
Rondônia,2015,Eólica,0
Acre,2015,Eólica,0
Amazonas,2015,Eólica,0
Roraima,2015,Eólica,0
Pará,2015,Eólica,0
Amapá,2015,Eólica,0
Tocantins,2015,Eólica,0
Maranhão,2015,Eólica,0
Piauí,2015,Eólica,898
Ceará,2015,Eólica,"4,472"
Rio G. do Norte,2015,Eólica,"7,469"
Paraíba,2015,Eólica,158
Pernambuco,2015,Eólica,648
Alagoas,2015,Eólica,0
Sergipe,2015,Eólica,65
Bahia,2015,Eólica,"3,999"
Minas Gerais,2015,Eólica,0
Espírito Santo,2015,Eólica,0
Rio de Janeiro,2015,Eólica,76
São Paulo,2015,Eólica,0
Paraná,2015,Eólica,21
Santa Catarina,2015,Eólica,320
Rio G. do Sul,2015,Eólica,"3,499"
Mato G. do Sul,2015,Eólica,0
Mato Grosso,2015,Eólica,0
Goiás,2015,Eólica,0
Distrito Federal,2015,Eólica,0
BRASIL,2015,Eólica,"12,210"
BRASIL,2014,Eólica,"12,210"
Rondônia,2014,Eólica,0
Acre,2014,Eólica,0
Amazonas,2014,Eólica,0
Roraima,2014,Eólica,0
Pará,2014,Eólica,0
Amapá,2014,Eólica,0
Tocantins,2014,Eólica,0
Maranhão,2014,Eólica,0
Piauí,2014,Eólica,279
Ceará,2014,Eólica,"3,788"
Rio G. do Norte,2014,Eólica,"3,742"
Paraíba,2014,Eólica,146
Pernambuco,2014,Eólica,65
Alagoas,2014,Eólica,0
Sergipe,2014,Eólica,65
Bahia,2014,Eólica,"1,881"
Minas Gerais,2014,Eólica,0
Espírito Santo,2014,Eólica,0
Rio de Janeiro,2014,Eólica,78
São Paulo,2014,Eólica,0
Paraná,2014,Eólica,24
Santa Catarina,2014,Eólica,434
Rio G. do Sul,2014,Eólica,"1,707"
Mato G. do Sul,2014,Eólica,0
Mato Grosso,2014,Eólica,0
Goiás,2014,Eólica,0
Distrito Federal,2014,Eólica,0
BRASIL,2014,Eólica,"6,578"
BRASIL,2013,Eólica,"6,578"
Rondônia,2013,Eólica,0
Acre,2013,Eólica,0
Amazonas,2013,Eólica,0
Roraima,2013,Eólica,0
Pará,2013,Eólica,0
Amapá,2013,Eólica,0
Tocantins,2013,Eólica,0
Maranhão,2013,Eólica,0
Piauí,2013,Eólica,63
Ceará,2013,Eólica,"2,349"
Rio G. do Norte,2013,Eólica,"1,262"
Paraíba,2013,Eólica,146
Pernambuco,2013,Eólica,66
Alagoas,2013,Eólica,0
Sergipe,2013,Eólica,73
Bahia,2013,Eólica,775
Minas Gerais,2013,Eólica,0
Espírito Santo,2013,Eólica,0
Rio de Janeiro,2013,Eólica,64
São Paulo,2013,Eólica,0
Paraná,2013,Eólica,23
Santa Catarina,2013,Eólica,491
Rio G. do Sul,2013,Eólica,"1,265"
Mato G. do Sul,2013,Eólica,0
Mato Grosso,2013,Eólica,0
Goiás,2013,Eólica,0
Distrito Federal,2013,Eólica,0
BRASIL,2013,Eólica,"5,050"
BRASIL,2012,Eólica,"5,050"
Rondônia,2012,Eólica,0
Acre,2012,Eólica,0
Amazonas,2012,Eólica,0
Roraima,2012,Eólica,0
Pará,2012,Eólica,0
Amapá,2012,Eólica,0
Tocantins,2012,Eólica,0
Maranhão,2012,Eólica,0
Piauí,2012,Eólica,71
Ceará,2012,Eólica,"1,975"
Rio G. do Norte,2012,Eólica,980
Paraíba,2012,Eólica,167
Pernambuco,2012,Eólica,68
Alagoas,2012,Eólica,0
Sergipe,2012,Eólica,24
Bahia,2012,Eólica,163
Minas Gerais,2012,Eólica,0
Espírito Santo,2012,Eólica,0
Rio de Janeiro,2012,Eólica,69
São Paulo,2012,Eólica,0
Paraná,2012,Eólica,23
Santa Catarina,2012,Eólica,476
Rio G. do Sul,2012,Eólica,"1,035"
Mato G. do Sul,2012,Eólica,0
Mato Grosso,2012,Eólica,0
Goiás,2012,Eólica,0
Distrito Federal,2012,Eólica,0
BRASIL,2012,Eólica,"2,705"
BRASIL,2011,Eólica,"2,705"
Rondônia,2011,Eólica,0
Acre,2011,Eólica,0
Amazonas,2011,Eólica,0
Roraima,2011,Eólica,0
Pará,2011,Eólica,0
Amapá,2011,Eólica,0
Tocantins,2011,Eólica,0
Maranhão,2011,Eólica,0
Piauí,2011,Eólica,49
Ceará,2011,Eólica,"1,310"
Rio G. do Norte,2011,Eólica,334
Paraíba,2011,Eólica,140
Pernambuco,2011,Eólica,67
Alagoas,2011,Eólica,0
Sergipe,2011,Eólica,0
Bahia,2011,Eólica,0
Minas Gerais,2011,Eólica,0
Espírito Santo,2011,Eólica,0
Rio de Janeiro,2011,Eólica,65
São Paulo,2011,Eólica,0
Paraná,2011,Eólica,24
Santa Catarina,2011,Eólica,17
Rio G. do Sul,2011,Eólica,699
Mato G. do Sul,2011,Eólica,0
Mato Grosso,2011,Eólica,0
Goiás,2011,Eólica,0
Distrito Federal,2011,Eólica,0
BRASIL,2023,Solar,"50,633"
Rondônia,2023,Solar,323
Acre,2023,Solar,73
Amazonas,2023,Solar,144
Roraima,2023,Solar,45
Pará,2023,Solar,841
Amapá,2023,Solar,48
Tocantins,2023,Solar,401
Maranhão,2023,Solar,649
Piauí,2023,Solar,"3,031"
Ceará,2023,Solar,"2,706"
Rio G. do Norte,2023,Solar,"1,685"
Paraíba,2023,Solar,"1,485"
Pernambuco,2023,Solar,"2,340"
Alagoas,2023,Solar,325
Sergipe,2023,Solar,193
Bahia,2023,Solar,"5,715"
Minas Gerais,2023,Solar,"11,362"
Espírito Santo,2023,Solar,638
Rio de Janeiro,2023,Solar,"1,110"
São Paulo,2023,Solar,"5,837"
Paraná,2023,Solar,"2,797"
Santa Catarina,2023,Solar,"1,217"
Rio G. do Sul,2023,Solar,"2,998"
Mato G. do Sul,2023,Solar,"1,111"
Mato Grosso,2023,Solar,"1,705"
Goiás,2023,Solar,"1,425"
Distrito Federal,2023,Solar,428
BRASIL,2023,Solar,"30,126"
BRASIL,2022,Solar,"30,126"
Rondônia,2022,Solar,191
Acre,2022,Solar,42
Amazonas,2022,Solar,77
Roraima,2022,Solar,29
Pará,2022,Solar,427
Amapá,2022,Solar,27
Tocantins,2022,Solar,232
Maranhão,2022,Solar,397
Piauí,2022,Solar,"2,928"
Ceará,2022,Solar,"2,033"
Rio G. do Norte,2022,Solar,942
Paraíba,2022,Solar,940
Pernambuco,2022,Solar,"1,247"
Alagoas,2022,Solar,165
Sergipe,2022,Solar,106
Bahia,2022,Solar,"3,973"
Minas Gerais,2022,Solar,"4,983"
Espírito Santo,2022,Solar,315
Rio de Janeiro,2022,Solar,663
São Paulo,2022,Solar,"3,491"
Paraná,2022,Solar,"1,669"
Santa Catarina,2022,Solar,726
Rio G. do Sul,2022,Solar,"1,819"
Mato G. do Sul,2022,Solar,590
Mato Grosso,2022,Solar,"1,041"
Goiás,2022,Solar,829
Distrito Federal,2022,Solar,244
BRASIL,2022,Solar,"16,752"
BRASIL,2021,Solar,"16,752"
Rondônia,2021,Solar,78
Acre,2021,Solar,19
Amazonas,2021,Solar,40
Roraima,2021,Solar,14
Pará,2021,Solar,203
Amapá,2021,Solar,17
Tocantins,2021,Solar,124
Maranhão,2021,Solar,183
Piauí,2021,Solar,"1,975"
Ceará,2021,Solar,"1,037"
Rio G. do Norte,2021,Solar,474
Paraíba,2021,Solar,477
Pernambuco,2021,Solar,570
Alagoas,2021,Solar,74
Sergipe,2021,Solar,55
Bahia,2021,Solar,"2,435"
Minas Gerais,2021,Solar,"2,917"
Espírito Santo,2021,Solar,152
Rio de Janeiro,2021,Solar,330
São Paulo,2021,Solar,"2,051"
Paraná,2021,Solar,597
Santa Catarina,2021,Solar,429
Rio G. do Sul,2021,Solar,989
Mato G. do Sul,2021,Solar,290
Mato Grosso,2021,Solar,636
Goiás,2021,Solar,480
Distrito Federal,2021,Solar,107
BRASIL,2021,Solar,"10,748"
BRASIL,2020,Solar,"10,748"
Rondônia,2020,Solar,31
Acre,2020,Solar,6
Amazonas,2020,Solar,17
Roraima,2020,Solar,3
Pará,2020,Solar,83
Amapá,2020,Solar,12
Tocantins,2020,Solar,67
Maranhão,2020,Solar,73
Piauí,2020,Solar,"1,228"
Ceará,2020,Solar,624
Rio G. do Norte,2020,Solar,369
Paraíba,2020,Solar,365
Pernambuco,2020,Solar,200
Alagoas,2020,Solar,33
Sergipe,2020,Solar,31
Bahia,2020,Solar,"1,979"
Minas Gerais,2020,Solar,"2,127"
Espírito Santo,2020,Solar,83
Rio de Janeiro,2020,Solar,176
São Paulo,2020,Solar,"1,311"
Paraná,2020,Solar,368
Santa Catarina,2020,Solar,224
Rio G. do Sul,2020,Solar,535
Mato G. do Sul,2020,Solar,150
Mato Grosso,2020,Solar,324
Goiás,2020,Solar,260
Distrito Federal,2020,Solar,66
BRASIL,2020,Solar,"6,655"
BRASIL,2019,Solar,"6,655"
Rondônia,2019,Solar,0
Acre,2019,Solar,2
Amazonas,2019,Solar,4
Roraima,2019,Solar,1
Pará,2019,Solar,12
Amapá,2019,Solar,8
Tocantins,2019,Solar,28
Maranhão,2019,Solar,25
Piauí,2019,Solar,694
Ceará,2019,Solar,469
Rio G. do Norte,2019,Solar,264
Paraíba,2019,Solar,287
Pernambuco,2019,Solar,96
Alagoas,2019,Solar,11
Sergipe,2019,Solar,11
Bahia,2019,Solar,"1,722"
Minas Gerais,2019,Solar,"1,573"
Espírito Santo,2019,Solar,28
Rio de Janeiro,2019,Solar,65
São Paulo,2019,Solar,629
Paraná,2019,Solar,177
Santa Catarina,2019,Solar,102
Rio G. do Sul,2019,Solar,214
Mato G. do Sul,2019,Solar,45
Mato Grosso,2019,Solar,97
Goiás,2019,Solar,64
Distrito Federal,2019,Solar,23
BRASIL,2019,Solar,"3,461"
BRASIL,2018,Solar,"3,461"
Rondônia,2018,Solar,2
Acre,2018,Solar,1
Amazonas,2018,Solar,1
Roraima,2018,Solar,0
Pará,2018,Solar,3
Amapá,2018,Solar,7
Tocantins,2018,Solar,5
Maranhão,2018,Solar,7
Piauí,2018,Solar,677
Ceará,2018,Solar,66
Rio G. do Norte,2018,Solar,196
Paraíba,2018,Solar,67
Pernambuco,2018,Solar,35
Alagoas,2018,Solar,4
Sergipe,2018,Solar,4
Bahia,2018,Solar,"1,052"
Minas Gerais,2018,Solar,817
Espírito Santo,2018,Solar,8
Rio de Janeiro,2018,Solar,23
São Paulo,2018,Solar,278
Paraná,2018,Solar,30
Santa Catarina,2018,Solar,39
Rio G. do Sul,2018,Solar,76
Mato G. do Sul,2018,Solar,10
Mato Grosso,2018,Solar,23
Goiás,2018,Solar,21
Distrito Federal,2018,Solar,10
BRASIL,2018,Solar,832
BRASIL,2017,Solar,832
Rondônia,2017,Solar,0
Acre,2017,Solar,0
Amazonas,2017,Solar,0
Roraima,2017,Solar,0
Pará,2017,Solar,1
Amapá,2017,Solar,6
Tocantins,2017,Solar,1
Maranhão,2017,Solar,3
Piauí,2017,Solar,187
Ceará,2017,Solar,16
Rio G. do Norte,2017,Solar,18
Paraíba,2017,Solar,2
Pernambuco,2017,Solar,22
Alagoas,2017,Solar,1
Sergipe,2017,Solar,1
Bahia,2017,Solar,333
Minas Gerais,2017,Solar,143
Espírito Santo,2017,Solar,3
Rio de Janeiro,2017,Solar,11
São Paulo,2017,Solar,23
Paraná,2017,Solar,10
Santa Catarina,2017,Solar,12
Rio G. do Sul,2017,Solar,21
Mato G. do Sul,2017,Solar,2
Mato Grosso,2017,Solar,5
Goiás,2017,Solar,6
Distrito Federal,2017,Solar,4
BRASIL,2017,Solar,85
BRASIL,2016,Solar,85
Rondônia,2016,Solar,0
Acre,2016,Solar,0
Amazonas,2016,Solar,0
Roraima,2016,Solar,0
Pará,2016,Solar,0
Amapá,2016,Solar,0
Tocantins,2016,Solar,0
Maranhão,2016,Solar,1
Piauí,2016,Solar,0
Ceará,2016,Solar,8
Rio G. do Norte,2016,Solar,3
Paraíba,2016,Solar,0
Pernambuco,2016,Solar,21
Alagoas,2016,Solar,0
Sergipe,2016,Solar,0
Bahia,2016,Solar,5
Minas Gerais,2016,Solar,11
Espírito Santo,2016,Solar,1
Rio de Janeiro,2016,Solar,4
São Paulo,2016,Solar,8
Paraná,2016,Solar,4
Santa Catarina,2016,Solar,7
